resume_text,category
"Data Analyst with 1 years of experience. Education: MBA. Skills: pandas, scikit-learn, A/B testing, feature engineering, SQL, Power BI. Experience: cleaned and preprocessed data; designed dashboards; ran statistical experiments. Looking for opportunities as a data analyst to apply skills in pandas, scikit-learn, A/B testing.",Data Scientist
"SDE Intern with 2 years of experience. Education: Diploma in Engineering. Skills: Kubernetes, Algorithms, system design, Docker, OOP, Data Structures. Experience: designed scalable systems; optimized algorithms; built microservices. Looking for opportunities as a sde intern to apply skills in Kubernetes, Algorithms, system design.",Software Engineer
"Social Media Manager with 3 years of experience. Education: B.E. in Information Technology. Skills: Google Analytics, Google Ads, market research, content marketing, brand strategy, SEO. Experience: analyzed campaign performance; ran paid ad campaigns; increased organic traffic. Looking for opportunities as a social media manager to apply skills in Google Analytics, Google Ads, market research.",Marketing
"SDE Intern with 1 years of experience. Education: M.Tech in Data Science. Skills: multithreading, Data Structures, unit testing, Docker, Kubernetes, Python. Experience: wrote unit tests; optimized algorithms; designed scalable systems. Looking for opportunities as a sde intern to apply skills in multithreading, Data Structures, unit testing.",Software Engineer
"Sales Executive with 3 years of experience. Education: B.Sc in Computer Science. Skills: target achievement, CRM, market research, client relationship management, negotiation, cold calling. Experience: exceeded quarterly sales targets; generated new leads; built client relationships. Looking for opportunities as a sales executive to apply skills in target achievement, CRM, market research.",Sales
"Data Scientist with 5 years of experience. Education: B.E. in Information Technology. Skills: NLP, Power BI, machine learning, A/B testing, NumPy, scikit-learn. Experience: analyzed large datasets; cleaned and preprocessed data; designed dashboards. Looking for opportunities as a data scientist to apply skills in NLP, Power BI, machine learning.",Data Scientist
"Mechanical Design Engineer with 1 years of experience. Education: M.Tech in Data Science. Skills: CNC machining, SolidWorks, manufacturing processes, AutoCAD, quality control, CATIA. Experience: designed mechanical components; supervised production lines; performed stress analysis. Looking for opportunities as a mechanical design engineer to apply skills in CNC machining, SolidWorks, manufacturing processes.",Mechanical Engineer
"Business Analyst Intern with 2 years of experience. Education: M.Tech in Data Science. Skills: JIRA, business process modeling, SWOT analysis, process improvement, requirements gathering, Excel. Experience: created process flow diagrams; gathered business requirements; coordinated with cross-functional teams. Looking for opportunities as a business analyst intern to apply skills in JIRA, business process modeling, SWOT analysis.",Business Analyst
"Data Scientist with 1 years of experience. Education: B.E. in Information Technology. Skills: feature engineering, scikit-learn, NLP, TensorFlow, machine learning, SQL. Experience: designed dashboards; ran statistical experiments; cleaned and preprocessed data. Looking for opportunities as a data scientist to apply skills in feature engineering, scikit-learn, NLP.",Data Scientist
"Digital Marketing Executive with 4 years of experience. Education: B.Tech in Computer Engineering. Skills: Google Analytics, Google Ads, market research, email campaigns, social media marketing, copywriting. Experience: analyzed campaign performance; grew social media following; wrote marketing copy. Looking for opportunities as a digital marketing executive to apply skills in Google Analytics, Google Ads, market research.",Marketing
"DevOps Engineer with 1 years of experience. Education: B.E. in Information Technology. Skills: Terraform, Linux, Kubernetes, monitoring, CI/CD, Ansible. Experience: automated infrastructure with Terraform; reduced deployment time; set up monitoring and alerting. Looking for opportunities as a devops engineer to apply skills in Terraform, Linux, Kubernetes.",DevOps Engineer
"Mechanical Intern with 4 years of experience. Education: Diploma in Engineering. Skills: quality control, GD&T, manufacturing processes, SolidWorks, CNC machining, AutoCAD. Experience: designed mechanical components; supervised production lines; performed stress analysis. Looking for opportunities as a mechanical intern to apply skills in quality control, GD&T, manufacturing processes.",Mechanical Engineer
"Business Analyst Intern with 2 years of experience. Education: B.E. in Information Technology. Skills: process improvement, business process modeling, SWOT analysis, Power BI, stakeholder management, requirements gathering. Experience: coordinated with cross-functional teams; gathered business requirements; analyzed KPIs. Looking for opportunities as a business analyst intern to apply skills in process improvement, business process modeling, SWOT analysis.",Business Analyst
"Business Analyst with 0 years of experience. Education: M.Tech in Data Science. Skills: SWOT analysis, Power BI, SQL, process improvement, business process modeling, JIRA. Experience: created process flow diagrams; analyzed KPIs; presented insights to stakeholders. Looking for opportunities as a business analyst to apply skills in SWOT analysis, Power BI, SQL.",Business Analyst
"Java Developer with 0 years of experience. Education: B.E. in Information Technology. Skills: MySQL, REST APIs, Java, Maven, Hibernate, JUnit. Experience: wrote JUnit test cases; implemented microservices; resolved production bugs. Looking for opportunities as a java developer to apply skills in MySQL, REST APIs, Java.",Java Developer
"Sales Executive with 0 years of experience. Education: MBA. Skills: cold calling, market research, negotiation, target achievement, Salesforce, client relationship management. Experience: managed key accounts; built client relationships; negotiated contracts. Looking for opportunities as a sales executive to apply skills in cold calling, market research, negotiation.",Sales
"DevOps Engineer with 1 years of experience. Education: B.Tech in Mechanical Engineering. Skills: Docker, Terraform, Jenkins, Ansible, Kubernetes, Linux. Experience: managed Kubernetes clusters; reduced deployment time; built CI/CD pipelines. Looking for opportunities as a devops engineer to apply skills in Docker, Terraform, Jenkins.",DevOps Engineer
"Digital Marketing Executive with 2 years of experience. Education: B.Sc in Computer Science. Skills: SEO, social media marketing, market research, Google Ads, copywriting, content marketing. Experience: wrote marketing copy; ran paid ad campaigns; increased organic traffic. Looking for opportunities as a digital marketing executive to apply skills in SEO, social media marketing, market research.",Marketing
"Java Intern with 3 years of experience. Education: B.Tech in Mechanical Engineering. Skills: Spring Boot, MySQL, Hibernate, REST APIs, multithreading, Java. Experience: resolved production bugs; built REST APIs using Spring Boot; optimized database queries. Looking for opportunities as a java intern to apply skills in Spring Boot, MySQL, Hibernate.",Java Developer
"Software Engineer with 3 years of experience. Education: B.Sc in Computer Science. Skills: Algorithms, Git, system design, Python, Data Structures, C++. Experience: optimized algorithms; debugged production issues; built microservices. Looking for opportunities as a software engineer to apply skills in Algorithms, Git, system design.",Software Engineer
"Business Analyst with 5 years of experience. Education: Diploma in Engineering. Skills: business process modeling, SQL, JIRA, Power BI, requirements gathering, process improvement. Experience: gathered business requirements; presented insights to stakeholders; created process flow diagrams. Looking for opportunities as a business analyst to apply skills in business process modeling, SQL, JIRA.",Business Analyst
"DevOps Intern with 4 years of experience. Education: B.Tech in Mechanical Engineering. Skills: Ansible, Jenkins, Kubernetes, AWS, Linux, monitoring. Experience: managed Kubernetes clusters; set up monitoring and alerting; reduced deployment time. Looking for opportunities as a devops intern to apply skills in Ansible, Jenkins, Kubernetes.",DevOps Engineer
"Java Developer with 3 years of experience. Education: B.E. in Information Technology. Skills: Java, Maven, Hibernate, Microservices, REST APIs, Spring Boot. Experience: built REST APIs using Spring Boot; resolved production bugs; optimized database queries. Looking for opportunities as a java developer to apply skills in Java, Maven, Hibernate.",Java Developer
"Product Analyst with 4 years of experience. Education: B.Tech in Mechanical Engineering. Skills: Excel, Power BI, SQL, process improvement, stakeholder management, JIRA. Experience: gathered business requirements; presented insights to stakeholders; coordinated with cross-functional teams. Looking for opportunities as a product analyst to apply skills in Excel, Power BI, SQL.",Business Analyst
"Business Analyst with 1 years of experience. Education: B.Tech in Mechanical Engineering. Skills: business process modeling, Excel, SQL, SWOT analysis, JIRA, requirements gathering. Experience: presented insights to stakeholders; analyzed KPIs; coordinated with cross-functional teams. Looking for opportunities as a business analyst to apply skills in business process modeling, Excel, SQL.",Business Analyst
"Web Developer Intern with 3 years of experience. Education: M.Tech in Data Science. Skills: Git, responsive design, REST APIs, Express.js, MongoDB, TypeScript. Experience: integrated third-party APIs; implemented UI components; developed REST APIs. Looking for opportunities as a web developer intern to apply skills in Git, responsive design, REST APIs.",Web Developer
"Java Intern with 1 years of experience. Education: B.Tech in Computer Engineering. Skills: Kafka, Hibernate, Spring Boot, multithreading, MySQL, Microservices. Experience: wrote JUnit test cases; optimized database queries; implemented microservices. Looking for opportunities as a java intern to apply skills in Kafka, Hibernate, Spring Boot.",Java Developer
"Backend Developer with 0 years of experience. Education: B.Sc in Computer Science. Skills: Spring Boot, JUnit, REST APIs, multithreading, Kafka, Java. Experience: built REST APIs using Spring Boot; implemented microservices; resolved production bugs. Looking for opportunities as a backend developer to apply skills in Spring Boot, JUnit, REST APIs.",Java Developer
"Data Analyst with 5 years of experience. Education: B.E. in Information Technology. Skills: pandas, A/B testing, machine learning, Python, feature engineering, NLP. Experience: analyzed large datasets; cleaned and preprocessed data; built predictive models. Looking for opportunities as a data analyst to apply skills in pandas, A/B testing, machine learning.",Data Scientist
"DevOps Engineer with 2 years of experience. Education: MBA. Skills: Docker, monitoring, Kubernetes, AWS, Jenkins, Linux. Experience: built CI/CD pipelines; managed Kubernetes clusters; set up monitoring and alerting. Looking for opportunities as a devops engineer to apply skills in Docker, monitoring, Kubernetes.",DevOps Engineer
"Talent Acquisition Specialist with 3 years of experience. Education: B.Tech in Computer Engineering. Skills: performance management, HRIS, onboarding, payroll, recruitment, employee engagement. Experience: conducted employee onboarding; organized training programs; handled payroll processing. Looking for opportunities as a talent acquisition specialist to apply skills in performance management, HRIS, onboarding.",HR
"Business Development Associate with 2 years of experience. Education: B.E. in Information Technology. Skills: client relationship management, Salesforce, target achievement, market research, cold calling, lead generation. Experience: exceeded quarterly sales targets; generated new leads; built client relationships. Looking for opportunities as a business development associate to apply skills in client relationship management, Salesforce, target achievement.",Sales
"Frontend Developer with 2 years of experience. Education: B.Tech in Computer Engineering. Skills: REST APIs, Node.js, CSS, Redux, TypeScript, Express.js. Experience: integrated third-party APIs; implemented UI components; optimized page load speed. Looking for opportunities as a frontend developer to apply skills in REST APIs, Node.js, CSS.",Web Developer
"Java Intern with 3 years of experience. Education: B.Tech in Mechanical Engineering. Skills: JUnit, Hibernate, Java, Kafka, multithreading, REST APIs. Experience: built REST APIs using Spring Boot; implemented microservices; wrote JUnit test cases. Looking for opportunities as a java intern to apply skills in JUnit, Hibernate, Java.",Java Developer
"Data Scientist with 0 years of experience. Education: B.Tech in Computer Engineering. Skills: statistics, NumPy, feature engineering, A/B testing, Tableau, data visualization. Experience: analyzed large datasets; designed dashboards; ran statistical experiments. Looking for opportunities as a data scientist to apply skills in statistics, NumPy, feature engineering.",Data Scientist
"Business Development Associate with 4 years of experience. Education: Diploma in Engineering. Skills: negotiation, target achievement, client relationship management, cold calling, CRM, lead generation. Experience: built client relationships; managed key accounts; generated new leads. Looking for opportunities as a business development associate to apply skills in negotiation, target achievement, client relationship management.",Sales
"Marketing Intern with 2 years of experience. Education: Diploma in Engineering. Skills: Google Analytics, copywriting, Google Ads, SEO, email campaigns, social media marketing. Experience: grew social media following; increased organic traffic; ran paid ad campaigns. Looking for opportunities as a marketing intern to apply skills in Google Analytics, copywriting, Google Ads.",Marketing
"Frontend Developer with 0 years of experience. Education: B.E. in Information Technology. Skills: CSS, Node.js, Git, REST APIs, TypeScript, MongoDB. Experience: developed REST APIs; optimized page load speed; fixed cross-browser bugs. Looking for opportunities as a frontend developer to apply skills in CSS, Node.js, Git.",Web Developer
"Business Analyst Intern with 3 years of experience. Education: Diploma in Engineering. Skills: stakeholder management, process improvement, requirements gathering, Excel, JIRA, business process modeling. Experience: gathered business requirements; presented insights to stakeholders; created process flow diagrams. Looking for opportunities as a business analyst intern to apply skills in stakeholder management, process improvement, requirements gathering.",Business Analyst
"Backend Developer with 5 years of experience. Education: B.E. in Information Technology. Skills: Spring Boot, MySQL, Microservices, Hibernate, multithreading, Kafka. Experience: wrote JUnit test cases; resolved production bugs; implemented microservices. Looking for opportunities as a backend developer to apply skills in Spring Boot, MySQL, Microservices.",Java Developer
"Full Stack Developer with 0 years of experience. Education: B.Tech in Computer Engineering. Skills: Node.js, React, REST APIs, JavaScript, TypeScript, HTML. Experience: fixed cross-browser bugs; integrated third-party APIs; developed REST APIs. Looking for opportunities as a full stack developer to apply skills in Node.js, React, REST APIs.",Web Developer
"Data Analyst with 4 years of experience. Education: MBA. Skills: scikit-learn, NumPy, statistics, data visualization, pandas, Python. Experience: built predictive models; analyzed large datasets; ran statistical experiments. Looking for opportunities as a data analyst to apply skills in scikit-learn, NumPy, statistics.",Data Scientist
"Sales Intern with 5 years of experience. Education: Diploma in Engineering. Skills: lead generation, CRM, market research, negotiation, client relationship management, Salesforce. Experience: managed key accounts; exceeded quarterly sales targets; generated new leads. Looking for opportunities as a sales intern to apply skills in lead generation, CRM, market research.",Sales
"Java Intern with 0 years of experience. Education: M.Tech in Data Science. Skills: Kafka, Maven, Spring Boot, REST APIs, JUnit, MySQL. Experience: resolved production bugs; built REST APIs using Spring Boot; wrote JUnit test cases. Looking for opportunities as a java intern to apply skills in Kafka, Maven, Spring Boot.",Java Developer
"Java Developer with 1 years of experience. Education: B.E. in Information Technology. Skills: REST APIs, multithreading, Microservices, JUnit, MySQL, Java. Experience: optimized database queries; wrote JUnit test cases; resolved production bugs. Looking for opportunities as a java developer to apply skills in REST APIs, multithreading, Microservices.",Java Developer
"Manufacturing Engineer with 1 years of experience. Education: M.Tech in Data Science. Skills: CNC machining, manufacturing processes, quality control, AutoCAD, GD&T, SolidWorks. Experience: reduced material waste; designed mechanical components; created CAD models. Looking for opportunities as a manufacturing engineer to apply skills in CNC machining, manufacturing processes, quality control.",Mechanical Engineer
"HR Executive with 4 years of experience. Education: B.E. in Information Technology. Skills: employee engagement, conflict resolution, HRIS, talent acquisition, training and development, labor law. Experience: resolved workplace conflicts; managed end-to-end recruitment; organized training programs. Looking for opportunities as a hr executive to apply skills in employee engagement, conflict resolution, HRIS.",HR
"Marketing Intern with 5 years of experience. Education: B.Tech in Mechanical Engineering. Skills: brand strategy, Google Ads, email campaigns, SEO, Google Analytics, market research. Experience: grew social media following; ran paid ad campaigns; analyzed campaign performance. Looking for opportunities as a marketing intern to apply skills in brand strategy, Google Ads, email campaigns.",Marketing
"Business Development Associate with 5 years of experience. Education: Diploma in Engineering. Skills: Salesforce, negotiation, market research, lead generation, cold calling, client relationship management. Experience: built client relationships; negotiated contracts; managed key accounts. Looking for opportunities as a business development associate to apply skills in Salesforce, negotiation, market research.",Sales
"Manufacturing Engineer with 4 years of experience. Education: B.Sc in Computer Science. Skills: finite element analysis, CNC machining, SolidWorks, AutoCAD, thermodynamics, CATIA. Experience: performed stress analysis; created CAD models; reduced material waste. Looking for opportunities as a manufacturing engineer to apply skills in finite element analysis, CNC machining, SolidWorks.",Mechanical Engineer
"Talent Acquisition Specialist with 4 years of experience. Education: B.E. in Information Technology. Skills: recruitment, onboarding, HRIS, payroll, conflict resolution, performance management. Experience: organized training programs; resolved workplace conflicts; conducted employee onboarding. Looking for opportunities as a talent acquisition specialist to apply skills in recruitment, onboarding, HRIS.",HR
"Mechanical Design Engineer with 2 years of experience. Education: B.E. in Information Technology. Skills: GD&T, AutoCAD, manufacturing processes, SolidWorks, CNC machining, finite element analysis. Experience: supervised production lines; created CAD models; performed stress analysis. Looking for opportunities as a mechanical design engineer to apply skills in GD&T, AutoCAD, manufacturing processes.",Mechanical Engineer
"Cloud Engineer with 4 years of experience. Education: MBA. Skills: shell scripting, Kubernetes, Ansible, AWS, CI/CD, Jenkins. Experience: reduced deployment time; managed Kubernetes clusters; set up monitoring and alerting. Looking for opportunities as a cloud engineer to apply skills in shell scripting, Kubernetes, Ansible.",DevOps Engineer
"Web Developer Intern with 2 years of experience. Education: B.Tech in Mechanical Engineering. Skills: React, Node.js, responsive design, REST APIs, Express.js, Redux. Experience: integrated third-party APIs; optimized page load speed; implemented UI components. Looking for opportunities as a web developer intern to apply skills in React, Node.js, responsive design.",Web Developer
"Product Analyst with 0 years of experience. Education: B.Tech in Mechanical Engineering. Skills: requirements gathering, Power BI, JIRA, business process modeling, SWOT analysis, process improvement. Experience: analyzed KPIs; created process flow diagrams; coordinated with cross-functional teams. Looking for opportunities as a product analyst to apply skills in requirements gathering, Power BI, JIRA.",Business Analyst
"HR Generalist with 1 years of experience. Education: B.Sc in Computer Science. Skills: onboarding, payroll, performance management, HRIS, talent acquisition, labor law. Experience: managed end-to-end recruitment; organized training programs; conducted employee onboarding. Looking for opportunities as a hr generalist to apply skills in onboarding, payroll, performance management.",HR
"Web Developer Intern with 0 years of experience. Education: M.Tech in Data Science. Skills: MongoDB, TypeScript, React, CSS, responsive design, HTML. Experience: fixed cross-browser bugs; optimized page load speed; built responsive websites. Looking for opportunities as a web developer intern to apply skills in MongoDB, TypeScript, React.",Web Developer
"Product Analyst with 5 years of experience. Education: B.Tech in Computer Engineering. Skills: JIRA, requirements gathering, stakeholder management, Power BI, SQL, SWOT analysis. Experience: coordinated with cross-functional teams; analyzed KPIs; presented insights to stakeholders. Looking for opportunities as a product analyst to apply skills in JIRA, requirements gathering, stakeholder management.",Business Analyst
"Sales Intern with 0 years of experience. Education: B.Tech in Computer Engineering. Skills: client relationship management, cold calling, CRM, target achievement, Salesforce, lead generation. Experience: exceeded quarterly sales targets; generated new leads; managed key accounts. Looking for opportunities as a sales intern to apply skills in client relationship management, cold calling, CRM.",Sales
"Backend Developer with 4 years of experience. Education: B.Tech in Mechanical Engineering. Skills: Kafka, multithreading, Microservices, MySQL, Hibernate, Maven. Experience: optimized database queries; built REST APIs using Spring Boot; wrote JUnit test cases. Looking for opportunities as a backend developer to apply skills in Kafka, multithreading, Microservices.",Java Developer
"Business Analyst Intern with 0 years of experience. Education: B.E. in Information Technology. Skills: requirements gathering, business process modeling, Power BI, stakeholder management, SQL, process improvement. Experience: gathered business requirements; analyzed KPIs; coordinated with cross-functional teams. Looking for opportunities as a business analyst intern to apply skills in requirements gathering, business process modeling, Power BI.",Business Analyst
"Digital Marketing Executive with 1 years of experience. Education: B.Tech in Mechanical Engineering. Skills: Google Ads, copywriting, SEO, brand strategy, email campaigns, content marketing. Experience: increased organic traffic; ran paid ad campaigns; grew social media following. Looking for opportunities as a digital marketing executive to apply skills in Google Ads, copywriting, SEO.",Marketing
"HR Generalist with 2 years of experience. Education: B.Sc in Computer Science. Skills: conflict resolution, labor law, performance management, payroll, training and development, recruitment. Experience: handled payroll processing; organized training programs; conducted employee onboarding. Looking for opportunities as a hr generalist to apply skills in conflict resolution, labor law, performance management.",HR
"Talent Acquisition Specialist with 3 years of experience. Education: B.E. in Information Technology. Skills: labor law, talent acquisition, performance management, recruitment, conflict resolution, training and development. Experience: resolved workplace conflicts; conducted employee onboarding; organized training programs. Looking for opportunities as a talent acquisition specialist to apply skills in labor law, talent acquisition, performance management.",HR
"Mechanical Intern with 1 years of experience. Education: Diploma in Engineering. Skills: GD&T, CATIA, thermodynamics, SolidWorks, quality control, AutoCAD. Experience: created CAD models; supervised production lines; designed mechanical components. Looking for opportunities as a mechanical intern to apply skills in GD&T, CATIA, thermodynamics.",Mechanical Engineer
"Product Analyst with 3 years of experience. Education: Diploma in Engineering. Skills: Power BI, business process modeling, JIRA, process improvement, SQL, Excel. Experience: gathered business requirements; presented insights to stakeholders; created process flow diagrams. Looking for opportunities as a product analyst to apply skills in Power BI, business process modeling, JIRA.",Business Analyst
"Frontend Developer with 2 years of experience. Education: MBA. Skills: TypeScript, Git, responsive design, React, Express.js, CSS. Experience: optimized page load speed; implemented UI components; integrated third-party APIs. Looking for opportunities as a frontend developer to apply skills in TypeScript, Git, responsive design.",Web Developer
"Data Analyst with 5 years of experience. Education: B.Sc in Computer Science. Skills: A/B testing, TensorFlow, Tableau, Python, data visualization, statistics. Experience: built predictive models; designed dashboards; cleaned and preprocessed data. Looking for opportunities as a data analyst to apply skills in A/B testing, TensorFlow, Tableau.",Data Scientist
"Business Development Associate with 1 years of experience. Education: B.Tech in Computer Engineering. Skills: market research, negotiation, CRM, client relationship management, target achievement, cold calling. Experience: managed key accounts; exceeded quarterly sales targets; negotiated contracts. Looking for opportunities as a business development associate to apply skills in market research, negotiation, CRM.",Sales
"Backend Engineer with 5 years of experience. Education: B.Sc in Computer Science. Skills: Docker, Data Structures, OOP, Java, Git, Algorithms. Experience: wrote unit tests; designed scalable systems; reviewed pull requests. Looking for opportunities as a backend engineer to apply skills in Docker, Data Structures, OOP.",Software Engineer
"Marketing Intern with 3 years of experience. Education: B.Sc in Computer Science. Skills: Google Ads, market research, SEO, social media marketing, brand strategy, content marketing. Experience: increased organic traffic; grew social media following; ran paid ad campaigns. Looking for opportunities as a marketing intern to apply skills in Google Ads, market research, SEO.",Marketing
"Business Analyst Intern with 2 years of experience. Education: B.E. in Information Technology. Skills: JIRA, process improvement, stakeholder management, Excel, Power BI, SQL. Experience: analyzed KPIs; coordinated with cross-functional teams; created process flow diagrams. Looking for opportunities as a business analyst intern to apply skills in JIRA, process improvement, stakeholder management.",Business Analyst
"Business Development Associate with 4 years of experience. Education: Diploma in Engineering. Skills: negotiation, Salesforce, cold calling, client relationship management, lead generation, market research. Experience: negotiated contracts; managed key accounts; exceeded quarterly sales targets. Looking for opportunities as a business development associate to apply skills in negotiation, Salesforce, cold calling.",Sales
"Marketing Intern with 3 years of experience. Education: B.Sc in Computer Science. Skills: content marketing, social media marketing, brand strategy, email campaigns, SEO, Google Ads. Experience: ran paid ad campaigns; grew social media following; analyzed campaign performance. Looking for opportunities as a marketing intern to apply skills in content marketing, social media marketing, brand strategy.",Marketing
"Software Engineer with 3 years of experience. Education: M.Tech in Data Science. Skills: Algorithms, Git, C++, OOP, unit testing, multithreading. Experience: wrote unit tests; reviewed pull requests; debugged production issues. Looking for opportunities as a software engineer to apply skills in Algorithms, Git, C++.",Software Engineer
"Backend Engineer with 3 years of experience. Education: B.Tech in Computer Engineering. Skills: system design, OOP, Git, multithreading, Kubernetes, Algorithms. Experience: built microservices; wrote unit tests; reviewed pull requests. Looking for opportunities as a backend engineer to apply skills in system design, OOP, Git.",Software Engineer
"Business Analyst with 3 years of experience. Education: MBA. Skills: SWOT analysis, JIRA, business process modeling, stakeholder management, process improvement, Excel. Experience: created process flow diagrams; presented insights to stakeholders; analyzed KPIs. Looking for opportunities as a business analyst to apply skills in SWOT analysis, JIRA, business process modeling.",Business Analyst
"Frontend Developer with 4 years of experience. Education: MBA. Skills: MongoDB, Redux, JavaScript, Node.js, TypeScript, Git. Experience: built responsive websites; optimized page load speed; integrated third-party APIs. Looking for opportunities as a frontend developer to apply skills in MongoDB, Redux, JavaScript.",Web Developer
"Mechanical Intern with 0 years of experience. Education: B.Tech in Mechanical Engineering. Skills: AutoCAD, GD&T, finite element analysis, CATIA, SolidWorks, thermodynamics. Experience: designed mechanical components; reduced material waste; performed stress analysis. Looking for opportunities as a mechanical intern to apply skills in AutoCAD, GD&T, finite element analysis.",Mechanical Engineer
"Sales Executive with 2 years of experience. Education: B.Tech in Mechanical Engineering. Skills: market research, cold calling, lead generation, CRM, Salesforce, target achievement. Experience: generated new leads; exceeded quarterly sales targets; built client relationships. Looking for opportunities as a sales executive to apply skills in market research, cold calling, lead generation.",Sales
"Business Development Associate with 4 years of experience. Education: B.Tech in Mechanical Engineering. Skills: negotiation, Salesforce, lead generation, client relationship management, target achievement, CRM. Experience: managed key accounts; generated new leads; negotiated contracts. Looking for opportunities as a business development associate to apply skills in negotiation, Salesforce, lead generation.",Sales
"Mechanical Design Engineer with 1 years of experience. Education: MBA. Skills: quality control, manufacturing processes, CNC machining, AutoCAD, thermodynamics, finite element analysis. Experience: reduced material waste; performed stress analysis; designed mechanical components. Looking for opportunities as a mechanical design engineer to apply skills in quality control, manufacturing processes, CNC machining.",Mechanical Engineer
"Backend Engineer with 5 years of experience. Education: B.Sc in Computer Science. Skills: Python, Java, system design, OOP, multithreading, Kubernetes. Experience: designed scalable systems; wrote unit tests; debugged production issues. Looking for opportunities as a backend engineer to apply skills in Python, Java, system design.",Software Engineer
"Sales Executive with 4 years of experience. Education: MBA. Skills: market research, lead generation, client relationship management, negotiation, target achievement, cold calling. Experience: built client relationships; negotiated contracts; managed key accounts. Looking for opportunities as a sales executive to apply skills in market research, lead generation, client relationship management.",Sales
"Data Analyst with 1 years of experience. Education: B.Sc in Computer Science. Skills: TensorFlow, pandas, Power BI, feature engineering, statistics, NumPy. Experience: trained classification models; cleaned and preprocessed data; analyzed large datasets. Looking for opportunities as a data analyst to apply skills in TensorFlow, pandas, Power BI.",Data Scientist
"Sales Intern with 1 years of experience. Education: B.Tech in Mechanical Engineering. Skills: cold calling, target achievement, market research, lead generation, Salesforce, negotiation. Experience: negotiated contracts; managed key accounts; exceeded quarterly sales targets. Looking for opportunities as a sales intern to apply skills in cold calling, target achievement, market research.",Sales
"Software Engineer with 4 years of experience. Education: MBA. Skills: Git, multithreading, Algorithms, Java, unit testing, Kubernetes. Experience: debugged production issues; optimized algorithms; reviewed pull requests. Looking for opportunities as a software engineer to apply skills in Git, multithreading, Algorithms.",Software Engineer
"Software Engineer with 1 years of experience. Education: B.Tech in Mechanical Engineering. Skills: system design, C++, Python, Java, multithreading, unit testing. Experience: reviewed pull requests; designed scalable systems; optimized algorithms. Looking for opportunities as a software engineer to apply skills in system design, C++, Python.",Software Engineer
"Business Development Associate with 1 years of experience. Education: B.Tech in Mechanical Engineering. Skills: client relationship management, Salesforce, cold calling, target achievement, market research, negotiation. Experience: exceeded quarterly sales targets; generated new leads; built client relationships. Looking for opportunities as a business development associate to apply skills in client relationship management, Salesforce, cold calling.",Sales
"Business Analyst with 0 years of experience. Education: B.Sc in Computer Science. Skills: SWOT analysis, Excel, stakeholder management, JIRA, business process modeling, Power BI. Experience: presented insights to stakeholders; coordinated with cross-functional teams; analyzed KPIs. Looking for opportunities as a business analyst to apply skills in SWOT analysis, Excel, stakeholder management.",Business Analyst
"ML Intern with 0 years of experience. Education: B.E. in Information Technology. Skills: pandas, feature engineering, NumPy, statistics, Python, SQL. Experience: ran statistical experiments; cleaned and preprocessed data; analyzed large datasets. Looking for opportunities as a ml intern to apply skills in pandas, feature engineering, NumPy.",Data Scientist
"DevOps Intern with 2 years of experience. Education: Diploma in Engineering. Skills: Ansible, Jenkins, Terraform, monitoring, Linux, shell scripting. Experience: automated infrastructure with Terraform; reduced deployment time; built CI/CD pipelines. Looking for opportunities as a devops intern to apply skills in Ansible, Jenkins, Terraform.",DevOps Engineer
"Marketing Intern with 3 years of experience. Education: MBA. Skills: Google Ads, copywriting, social media marketing, SEO, brand strategy, market research. Experience: analyzed campaign performance; increased organic traffic; wrote marketing copy. Looking for opportunities as a marketing intern to apply skills in Google Ads, copywriting, social media marketing.",Marketing
"Business Development Associate with 1 years of experience. Education: B.E. in Information Technology. Skills: target achievement, market research, CRM, Salesforce, lead generation, negotiation. Experience: managed key accounts; built client relationships; generated new leads. Looking for opportunities as a business development associate to apply skills in target achievement, market research, CRM.",Sales
"HR Generalist with 0 years of experience. Education: M.Tech in Data Science. Skills: employee engagement, HRIS, recruitment, conflict resolution, payroll, training and development. Experience: resolved workplace conflicts; managed end-to-end recruitment; handled payroll processing. Looking for opportunities as a hr generalist to apply skills in employee engagement, HRIS, recruitment.",HR
"Data Scientist with 2 years of experience. Education: B.E. in Information Technology. Skills: NLP, Tableau, Power BI, data visualization, TensorFlow, machine learning. Experience: cleaned and preprocessed data; ran statistical experiments; designed dashboards. Looking for opportunities as a data scientist to apply skills in NLP, Tableau, Power BI.",Data Scientist
"DevOps Engineer with 3 years of experience. Education: B.Tech in Computer Engineering. Skills: Terraform, CI/CD, shell scripting, Kubernetes, AWS, Jenkins. Experience: automated infrastructure with Terraform; set up monitoring and alerting; reduced deployment time. Looking for opportunities as a devops engineer to apply skills in Terraform, CI/CD, shell scripting.",DevOps Engineer
"Web Developer Intern with 4 years of experience. Education: B.Tech in Mechanical Engineering. Skills: Redux, HTML, JavaScript, responsive design, Node.js, TypeScript. Experience: developed REST APIs; built responsive websites; implemented UI components. Looking for opportunities as a web developer intern to apply skills in Redux, HTML, JavaScript.",Web Developer
"Marketing Intern with 4 years of experience. Education: B.Tech in Computer Engineering. Skills: Google Ads, brand strategy, social media marketing, market research, SEO, email campaigns. Experience: analyzed campaign performance; grew social media following; increased organic traffic. Looking for opportunities as a marketing intern to apply skills in Google Ads, brand strategy, social media marketing.",Marketing
